src_owner,src_scope,src_macrophase,src_target,src_landingzone,src_securityzone,src_implementationzone,src_component,src_component_instance,src_container,src_hosting,src_endpoints,src_provider,src_securityarea,dst_owner,dst_scope,dst_macrophase,dst_target,dst_landingzone,dst_securityzone,dst_implementationzone,dst_component,dst_component_instance,dst_container,dst_hosting,dst_endpoints,dst_provider,dst_securityarea,svc_owner,svc_scope,svc_name,svc_protocol,svc_port,svc_justification,svc_securityarea,dep_owner,dep_scope,dep_name,dep_genericsource,dep_generictarget,dep_justification,dep_securityarea,security_status,rule,servicenow,
OFNDAPP, MailRelayAccess, PRD, Internet, Internet, internet, , 1A-Business-Relay-Access, 1A-Business-Relay-Access-TST, False, False, 103.228.194.8/32 108.128.177.186/32 122.211.211.51/32 122.211.211.59/32 122.211.211.62/32 13.76.141.114/32 134.119.17.53/32 137.236.4.16/32 137.236.4.17/32 137.236.4.39/32 168.153.0.30/32 168.153.1.11/32 168.153.100.7/32 168.153.109.2/32 168.153.110.2/32 168.153.136.10/32 168.153.136.11/32 168.153.136.29/32 168.153.136.6/32 168.153.136.7/32 168.153.136.9/32 171.17.104.22/32 171.17.104.23/32 171.17.134.1/32 171.17.144.165/32 172.23.73.35/32 172.23.75.65/32 173.252.176.31/32 176.221.43.72/32 18.194.195.150/32 18.194.59.20/32 18.194.81.219/32 18.194.93.150/32 18.196.187.239/32 185.165.8.225/32 192.168.34.130/32 193.122.4.44/32 193.23.186.180/32 193.24.37.107/32 193.24.37.108/32 193.24.37.143/32 193.24.37.144/32 193.24.37.170/32 193.24.37.172/32 193.24.37.180/32 193.24.37.182/32 193.24.37.200/32 193.24.37.23/32 193.24.37.24/32 193.24.37.29/32 193.24.37.31/32 193.24.37.48/32 193.24.37.98/32 194.116.128.11/32 194.156.171.118/32 194.156.171.155/32 194.156.171.156/32 194.76.166.169/32 195.216.16.211/32 195.27.162.135/32 195.27.162.15/32 195.27.162.186/32 195.27.162.29/32 195.27.162.43/32 195.27.162.68/32 195.27.163.103/32 195.27.163.139/32 195.27.163.168/32 195.27.163.39/32 195.27.163.69/32 195.27.223.151/32 195.30.104.61/32 195.68.17.211/32 195.68.17.212/32 198.182.113.51/32 198.182.113.88/32 20.197.104.114/32 20.198.189.152/32 20.67.196.181/32 20.67.196.182/32 200.159.74.40/32 200.192.162.100/32 200.192.162.101/32 202.176.221.196/32 202.176.221.197/32 203.117.132.170/32 203.150.241.139/32 203.150.241.140/32 203.150.241.141/32 203.150.241.142/32 203.150.241.145/32 203.150.241.149/32 203.150.241.157/32 203.150.241.161/32 203.150.241.165/32 203.154.150.153/32 208.208.118.76/32 208.208.118.85/32 208.208.118.86/32 210.142.212.206/32 210.142.212.211/32 210.142.212.213/32 210.142.212.214/32 210.142.212.215/32 210.142.212.216/32 210.142.212.217/32 210.142.212.218/32 210.142.212.219/32 210.142.212.220/32 210.177.154.13/32 210.64.9.116/32 210.64.9.117/32 212.150.35.114/32 212.157.144.129/32 212.157.144.130/32 212.157.144.131/32 212.157.144.132/32 212.157.144.133/32 212.157.144.134/32 212.157.144.135/32 212.157.144.136/32 212.157.144.137/32 212.157.144.138/32 212.157.144.139/32 212.157.144.140/32 212.157.144.141/32 212.157.144.142/32 212.157.144.143/32 212.157.144.144/32 212.157.144.145/32 212.157.144.146/32 212.157.144.147/32 212.157.144.148/32 212.157.144.149/32 212.157.144.150/32 212.157.144.151/32 212.157.144.152/32 212.157.144.153/32 212.157.144.154/32 212.157.144.155/32 212.157.144.156/32 212.157.144.157/32 212.157.144.158/32 212.208.129.81/32 213.131.228.90/32 213.30.180.53/32 213.70.140.9/32 216.177.217.55/32 218.253.93.21/32 219.101.152.158/32 220.128.155.80/32 220.128.155.86/32 221.169.47.160/32 3.123.124.1/32 3.123.191.6/32 3.123.196.46/32 3.123.67.38/32 3.65.227.238/32 34.246.196.140/32 35.156.222.93/32 35.156.254.67/32 35.157.105.153/32 35.157.49.48/32 35.158.203.69/32 45.79.137.192/32 46.34.90.164/32 5.135.219.76/32 52.163.210.33/32 52.163.214.239/32 52.184.214.15/32 52.247.72.234/32 52.28.192.25/32 52.29.195.90/32 52.58.206.88/32 52.59.155.109/32 58.137.183.164/32 58.137.183.165/32 58.137.183.168/32 58.137.183.170/32 58.137.183.187/32 58.137.183.188/32 58.137.183.189/32 58.137.183.195/32 58.137.183.203/32 58.137.183.205/32 58.137.183.211/32 58.137.183.251/32 62.208.178.25/32 62.208.178.26/32 63.167.181.19/32 63.167.181.39/32 63.34.133.116/32 63.87.190.39/32 78.97.92.14/32 80.11.176.21/32 80.87.174.248/32 80.87.174.249/32 80.87.174.250/32 80.87.174.251/32 80.87.174.252/32 80.87.174.253/32 82.150.225.129/32 82.150.225.36/32 82.150.225.65/32 82.150.225.97/32 82.150.226.71/32 82.150.227.65/32 82.150.228.137/32 82.150.228.147/32 82.150.228.151/32 82.150.228.3/32 82.150.229.65/32 82.150.229.70/32 82.150.236.103/32 82.150.236.104/32 82.150.236.105/32 82.150.237.200/32 82.150.237.205/32 82.150.237.210/32 82.150.237.222/32 82.150.239.142/32 82.150.239.147/32 82.150.239.158/32 82.150.239.166/32 82.150.239.186/32 82.150.239.187/32 82.150.239.188/32 82.150.239.190/32 82.150.243.6/32 82.150.243.7/32 82.150.248.28/32 82.150.248.37/32 82.150.248.57/32 82.150.248.58/32 82.150.248.59/32 82.150.248.60/32 82.150.248.61/32 82.150.248.62/32 82.97.168.212/32 82.97.168.213/32 83.166.220.82/32 90.118.131.97/32 , External 1A, BackLog, OFNDAPP, MailRelay, CCP, POP Equinix FRA, POP PRD FRA, TechnicalZone, , 1A-Business-Relay-POP, 1A-Business-Relay-POP-TST, False, False, 171.17.133.100/32 213.70.140.9/32 82.150.225.129/32 , Equinix, BackLog, OFNDAPP, MailRelay, pop-fnd, Tcp, 25  581  582  587  801  802, Provide access to incoming mail system, BackLog, OFNDAPP, MailRelayAccess, 1A-Business-Relay-Access-TST to 1A-Business-Relay-POP-TST, False, False, Inbound connection for specific ips from Internet to SMTP, BackLog, False, , , 
OFNDAPP, MailRelayAccess, PRD, Internet, Internet, internet, , 1A-Business-Relay-Access, 1A-Business-Relay-Access-TST, False, False, 103.228.194.8/32 108.128.177.186/32 122.211.211.51/32 122.211.211.59/32 122.211.211.62/32 13.76.141.114/32 134.119.17.53/32 137.236.4.16/32 137.236.4.17/32 137.236.4.39/32 168.153.0.30/32 168.153.1.11/32 168.153.100.7/32 168.153.109.2/32 168.153.110.2/32 168.153.136.10/32 168.153.136.11/32 168.153.136.29/32 168.153.136.6/32 168.153.136.7/32 168.153.136.9/32 171.17.104.22/32 171.17.104.23/32 171.17.134.1/32 171.17.144.165/32 172.23.73.35/32 172.23.75.65/32 173.252.176.31/32 176.221.43.72/32 18.194.195.150/32 18.194.59.20/32 18.194.81.219/32 18.194.93.150/32 18.196.187.239/32 185.165.8.225/32 192.168.34.130/32 193.122.4.44/32 193.23.186.180/32 193.24.37.107/32 193.24.37.108/32 193.24.37.143/32 193.24.37.144/32 193.24.37.170/32 193.24.37.172/32 193.24.37.180/32 193.24.37.182/32 193.24.37.200/32 193.24.37.23/32 193.24.37.24/32 193.24.37.29/32 193.24.37.31/32 193.24.37.48/32 193.24.37.98/32 194.116.128.11/32 194.156.171.118/32 194.156.171.155/32 194.156.171.156/32 194.76.166.169/32 195.216.16.211/32 195.27.162.135/32 195.27.162.15/32 195.27.162.186/32 195.27.162.29/32 195.27.162.43/32 195.27.162.68/32 195.27.163.103/32 195.27.163.139/32 195.27.163.168/32 195.27.163.39/32 195.27.163.69/32 195.27.223.151/32 195.30.104.61/32 195.68.17.211/32 195.68.17.212/32 198.182.113.51/32 198.182.113.88/32 20.197.104.114/32 20.198.189.152/32 20.67.196.181/32 20.67.196.182/32 200.159.74.40/32 200.192.162.100/32 200.192.162.101/32 202.176.221.196/32 202.176.221.197/32 203.117.132.170/32 203.150.241.139/32 203.150.241.140/32 203.150.241.141/32 203.150.241.142/32 203.150.241.145/32 203.150.241.149/32 203.150.241.157/32 203.150.241.161/32 203.150.241.165/32 203.154.150.153/32 208.208.118.76/32 208.208.118.85/32 208.208.118.86/32 210.142.212.206/32 210.142.212.211/32 210.142.212.213/32 210.142.212.214/32 210.142.212.215/32 210.142.212.216/32 210.142.212.217/32 210.142.212.218/32 210.142.212.219/32 210.142.212.220/32 210.177.154.13/32 210.64.9.116/32 210.64.9.117/32 212.150.35.114/32 212.157.144.129/32 212.157.144.130/32 212.157.144.131/32 212.157.144.132/32 212.157.144.133/32 212.157.144.134/32 212.157.144.135/32 212.157.144.136/32 212.157.144.137/32 212.157.144.138/32 212.157.144.139/32 212.157.144.140/32 212.157.144.141/32 212.157.144.142/32 212.157.144.143/32 212.157.144.144/32 212.157.144.145/32 212.157.144.146/32 212.157.144.147/32 212.157.144.148/32 212.157.144.149/32 212.157.144.150/32 212.157.144.151/32 212.157.144.152/32 212.157.144.153/32 212.157.144.154/32 212.157.144.155/32 212.157.144.156/32 212.157.144.157/32 212.157.144.158/32 212.208.129.81/32 213.131.228.90/32 213.30.180.53/32 213.70.140.9/32 216.177.217.55/32 218.253.93.21/32 219.101.152.158/32 220.128.155.80/32 220.128.155.86/32 221.169.47.160/32 3.123.124.1/32 3.123.191.6/32 3.123.196.46/32 3.123.67.38/32 3.65.227.238/32 34.246.196.140/32 35.156.222.93/32 35.156.254.67/32 35.157.105.153/32 35.157.49.48/32 35.158.203.69/32 45.79.137.192/32 46.34.90.164/32 5.135.219.76/32 52.163.210.33/32 52.163.214.239/32 52.184.214.15/32 52.247.72.234/32 52.28.192.25/32 52.29.195.90/32 52.58.206.88/32 52.59.155.109/32 58.137.183.164/32 58.137.183.165/32 58.137.183.168/32 58.137.183.170/32 58.137.183.187/32 58.137.183.188/32 58.137.183.189/32 58.137.183.195/32 58.137.183.203/32 58.137.183.205/32 58.137.183.211/32 58.137.183.251/32 62.208.178.25/32 62.208.178.26/32 63.167.181.19/32 63.167.181.39/32 63.34.133.116/32 63.87.190.39/32 78.97.92.14/32 80.11.176.21/32 80.87.174.248/32 80.87.174.249/32 80.87.174.250/32 80.87.174.251/32 80.87.174.252/32 80.87.174.253/32 82.150.225.129/32 82.150.225.36/32 82.150.225.65/32 82.150.225.97/32 82.150.226.71/32 82.150.227.65/32 82.150.228.137/32 82.150.228.147/32 82.150.228.151/32 82.150.228.3/32 82.150.229.65/32 82.150.229.70/32 82.150.236.103/32 82.150.236.104/32 82.150.236.105/32 82.150.237.200/32 82.150.237.205/32 82.150.237.210/32 82.150.237.222/32 82.150.239.142/32 82.150.239.147/32 82.150.239.158/32 82.150.239.166/32 82.150.239.186/32 82.150.239.187/32 82.150.239.188/32 82.150.239.190/32 82.150.243.6/32 82.150.243.7/32 82.150.248.28/32 82.150.248.37/32 82.150.248.57/32 82.150.248.58/32 82.150.248.59/32 82.150.248.60/32 82.150.248.61/32 82.150.248.62/32 82.97.168.212/32 82.97.168.213/32 83.166.220.82/32 90.118.131.97/32 , External 1A, BackLog, OFNDAPP, MailRelay, CCP, POP Equinix AMS, POP PRD AMS, TechnicalZone, , 1A-Business-Relay-POP, 1A-Business-Relay-POP-TST2, False, False, 171.17.133.100/32 171.17.133.140/32 213.70.140.9/32 82.150.225.129/32 , Equinix, BackLog, OFNDAPP, MailRelay, pop-fnd, Tcp, 25  581  582  587  801  802, Provide access to incoming mail system, BackLog, OFNDAPP, MailRelayAccess, 1A-Business-Relay-Access-TST to 1A-Business-Relay-POP-TST2, False, False, Inbound connection for specific ips from Internet to SMTP, BackLog, False, , , 
